sgRNA	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
2bc24826_AAC_2.5	2bc24826_AAC_2	804.92/797.14/915.22	668.19/812.7/848.39	804.92	812.7	0.013865	6113.8	38396	0.039716	0.51583	0.48417	0.96834	0.99967	True
2bc28726_AAC_2.4	2bc28726_AAC_2	941.65/863.99/661.53	900.84/872.07/815.02	863.99	872.07	0.013414	23511	41433	0.039696	0.51583	0.48417	0.96835	0.99967	True
2bc8919_GAC_4.6	2bc8919_GAC_4	1047.5/844.28/1151.8	1213.1/1038.5/949.51	1047.5	1038.5	-0.012381	26084	50959	0.039689	0.48417	0.51583	0.96834	0.99967	False
NT-916	NonTargetingControlGuideForHuman-916	2417.1/1286.6/1667.7	1702.8/1441.5/1656.3	1667.7	1656.3	-0.0098932	3.5345e+05	84006	0.039347	0.48431	0.51569	0.96861	0.99967	False
2bc1931_GAC_2.4	2bc1931_GAC_2	821.57/702.85/574.82	564.99/747.49/695.7	702.85	695.7	-0.01473	15242	33189	0.039319	0.48432	0.51568	0.96864	0.99967	False
2bc6820_AAC_6.6	2bc6820_AAC_6	292.48/571.71/770.71	578.11/604.42/563.24	571.71	578.11	0.016034	58786	26584	0.039257	0.51555	0.48445	0.96891	0.99967	True
2bc28457.0_GAC_1.8	2bc28457.0_GAC_1	1172.3/969.42/753.59	970.81/1002.5/977.83	969.42	977.83	0.012441	43873	46890	0.038812	0.51548	0.48452	0.96904	0.99967	True
2bc4486.0_GAC_10.8	2bc4486.0_GAC_10	833.45/464.57/611.22	644.58/536.29/604.69	611.22	604.69	-0.015459	35448	28563	0.038802	0.48452	0.51548	0.96905	0.99967	False
2bc27048_GAC_7.4	2bc27048_GAC_7	217.58/357.43/664.74	586.86/352.33/352.91	357.43	352.91	-0.018304	57000	16047	0.038761	0.48454	0.51546	0.96908	0.99967	False
2bc35758_GAC_4.4	2bc35758_GAC_4	734.77/722.57/690.43	715.42/486.65/1085	722.57	715.42	-0.014313	590.78	34191	0.03869	0.48457	0.51543	0.96914	0.99967	False
2bc30407_AAC_1.4	2bc30407_AAC_1	1146.1/1219.7/1082.2	1205.2/1155.3/828.17	1146.1	1155.3	0.011466	4749.2	56136	0.038634	0.51541	0.48459	0.96918	0.99967	True
NT-304	NonTargetingControlGuideForHuman-304	2923.6/2508/1720.2	3119.7/2308.7/2521.9	2508	2521.9	0.0079931	3.9669e+05	1.3025e+05	0.038624	0.5154	0.4846	0.96919	0.99967	True
2bc5247_AAC_2.7	2bc5247_AAC_2	1216.3/1423.7/1264.2	1402.9/1254.6/1013.2	1264.2	1254.6	-0.010997	13869	62373	0.03847	0.48466	0.51534	0.96931	0.99967	False
2bc13353.1_GAC_1.8	2bc13353.1_GAC_1	518.38/648.85/472.06	512.52/885.7/481.33	518.38	512.52	-0.01639	9583.9	23928	0.038449	0.48466	0.51534	0.96933	0.99967	False
2bc35228_AAC_8.4	2bc35228_AAC_8	846.53/1561.7/1024.4	1032.9/1032.7/1259.9	1024.4	1032.9	0.011902	1.6016e+05	49755	0.03808	0.51519	0.48481	0.96963	0.99967	True
2bc37591_GAC_1.7	2bc37591_GAC_1	1269.8/841.71/970.89	1430/979.14/662.33	970.89	979.14	0.012194	53018	46966	0.038065	0.51518	0.48482	0.96964	0.99967	True
2bc15640.1_AAC_10.6	2bc15640.1_AAC_10	316.26/469.71/900.24	821.25/464.26/391.33	469.71	464.26	-0.016796	1.0445e+05	21523	0.038021	0.48484	0.51516	0.96967	0.99967	False
2bc31772_GAC_2.5	2bc31772_GAC_2	1055.8/1293.4/1019.1	1019.8/1047.3/1267	1055.8	1047.3	-0.011681	28909	51394	0.037593	0.48501	0.51499	0.97001	0.99967	False
2bc22028_GAC_3.5	2bc22028_GAC_3	1527.8/1272.8/1808	1517.4/720.24/1839.4	1527.8	1517.4	-0.0098205	71748	76455	0.037509	0.48504	0.51496	0.97008	0.99967	False
2bc15490_GAC_4.7	2bc15490_GAC_4	577.83/741.42/416.4	547.5/583.98/602.67	577.83	583.98	0.015241	26411	26890	0.037489	0.51485	0.48515	0.9703	0.99967	True
2bc8101_GAC_3.6	2bc8101_GAC_3	764.5/575.14/976.24	752.16/1291.6/757.38	764.5	757.38	-0.013464	40346	36328	0.037346	0.4851	0.5149	0.97021	0.99967	False
2bc13609_GAC_4.5	2bc13609_GAC_4	905.98/987.42/771.79	898.21/1014.2/889.85	905.98	898.21	-0.012407	12320	43600	0.037204	0.48516	0.51484	0.97032	0.99967	False
NT-126	NonTargetingControlGuideForHuman-126	569.51/888.85/600.52	738.16/483.73/606.72	600.52	606.72	0.014798	42049	28026	0.037044	0.51469	0.48531	0.97061	0.99967	True
2bc27128_GAC_1.7	2bc27128_GAC_1	1794.1/674.57/1435.5	1548.9/1445.3/1189.2	1435.5	1445.3	0.0098974	3.538e+05	71499	0.036981	0.51475	0.48525	0.9705	0.99967	True
NT-862	NonTargetingControlGuideForHuman-862	203.31/217.71/244.06	221.27/79.81/282.12	217.71	221.27	0.023302	450.79	9419.8	0.036692	0.50852	0.49148	0.98296	0.99967	True
2bc23947_GAC_2.5	2bc23947_GAC_2	1005.9/741.42/738.6	629.71/892.51/748.28	741.42	748.28	0.013272	34966	35151	0.036597	0.51458	0.48542	0.97084	0.99967	True
2bc35650.1_GAC_10.4	2bc35650.1_GAC_10	923.81/1000.3/1305.9	754.78/1008.3/1125.5	1000.3	1008.3	0.011562	49636	48496	0.036586	0.51459	0.48541	0.97082	0.99967	True
2bc11687_AAC_2.8	2bc11687_AAC_2	1203.2/924.85/719.33	665.57/1003.5/917.15	924.85	917.15	-0.012043	59863	44577	0.03646	0.48546	0.51454	0.97092	0.99967	False
2bc5626.0_GAC_2.7	2bc5626.0_GAC_2	795.41/770.57/709.7	777.52/531.42/814.01	770.57	777.52	0.012944	2160.9	36638	0.03633	0.51448	0.48552	0.97105	0.99967	True
2bc27709_GAC_3.6	2bc27709_GAC_3	560/220.28/487.05	429.43/581.06/492.45	487.05	492.45	0.015883	38242	22378	0.036118	0.51413	0.48587	0.97174	0.99967	True
2bc4048_GAC_2.7	2bc4048_GAC_2	1331.6/540.85/703.28	753.03/675.47/696.71	703.28	696.71	-0.013509	2.106e+05	33211	0.036092	0.4856	0.5144	0.97121	0.99967	False
2bc8781_GAC_2.6	2bc8781_GAC_2	1108.1/396/893.81	779.27/901.27/1134.6	893.81	901.27	0.011973	1.4687e+05	42972	0.035973	0.51434	0.48566	0.97131	0.99967	True
